eco;name;pgn;parent;move_count;id;path;color
empty;empty;root;empty;empty;-1;empty;#7806a2
A00;Anderssen's Opening;1. a3;root;1;5;img/5.webp;#4ed482
A00;Ware Opening;1. a4;root;1;141;img/141.webp;#4ed482
A01;Nimzo-Larsen Attack;1. b3;root;1;147;img/147.webp;#a63289
A00;Polish Opening;1. b4;root;1;73;img/73.webp;#4ed482
A00;Saragossa Opening;1. c3;root;1;98;img/98.webp;#4ed482
A10;English Opening;1. c4;root;1;265;img/265.webp;#cae6bd
A00;Mieses Opening;1. d3;root;1;70;img/70.webp;#4ed482
A40;Queen's Pawn Game;1. d4;root;1;459;img/459.webp;#8b41ba
B00;King's Pawn;1. e4;root;1;735;img/735.webp;#6fd6ef
A00;Gedult's Opening;1. f3;root;1;19;img/19.webp;#4ed482
A02;Bird Opening;1. f4;root;1;161;img/161.webp;#c85d27
A00;Hungarian Opening;1. g3;root;1;41;img/41.webp;#4ed482
A00;Grob Opening;1. g4;root;1;21;img/21.webp;#4ed482
A00;Clemenz Opening;1. h3;root;1;11;img/11.webp;#4ed482
A00;Kádas Opening;1. h4;root;1;61;img/61.webp;#4ed482
A00;Van't Kruijs Opening;1. e3;root;1;134;img/134.webp;#4ed482
A00;Amar Opening;1. Nh3;root;1;1;img/1.webp;#4ed482
A04;Zukertort Opening;1. Nf3;root;1;193;img/193.webp;#78146f
A00;Sodium Attack;1. Na3;root;1;99;img/99.webp;#4ed482
A00;Van Geet Opening;1. Nc3;root;1;104;img/104.webp;#4ed482
A00;Polish Opening: Birmingham Gambit;1. b4 c5;1. b4;2;75;img/75.webp;#4ed482
A10;English Opening: Jaenisch Gambit;1. c4 b5;1. c4;2;277;img/277.webp;#cae6bd
A30;English Opening: Symmetrical Variation;1. c4 c5;1. c4;2;383;img/383.webp;#b4bf38
A02;Bird Opening: Hobbs Gambit;1. f4 g5;1. f4;2;169;img/169.webp;#c85d27
A02;P00;1. f4 h6;1. f4;2;3681;img/3681.webp;#c85d27
A00;Polish Opening: Dutch Defense;1. b4 f5;1. b4;2;79;img/79.webp;#4ed482
B00;Barnes Defense;1. e4 f6;1. e4;2;720;img/720.webp;#6fd6ef
A11;English Opening: Caro-Kann Defensive System;1. c4 c6;1. c4;2;286;img/286.webp;#de6673
A00;P00;1. b4 e6;1. b4;2;3560;img/3560.webp;#4ed482
A10;English Opening: Anglo-Scandinavian Defense;1. c4 d5;1. c4;2;272;img/272.webp;#cae6bd
A00;Polish Opening: Outflank Variation;1. b4 c6;1. b4;2;88;img/88.webp;#4ed482
A20;English Opening: King's English Variation;1. c4 e5;1. c4;2;344;img/344.webp;#4e7fda
A00;Hungarian Opening: Sicilian Invitation;1. g3 c5;1. g3;2;55;img/55.webp;#4ed482
A00;P00;1. g3 d5;1. g3;2;3503;img/3503.webp;#4ed482
B00;Carr Defense;1. e4 h6;1. e4;2;726;img/726.webp;#6fd6ef
A00;Kádas Opening: Schneider Gambit;1. h4 g5;1. h4;2;67;img/67.webp;#4ed482
A00;P00;1. g4 e5;1. g4;2;3480;img/3480.webp;#4ed482
A07;P00;1. g3 e5;1. g3;2;3500;img/3500.webp;#79adbc
B00;Goldsmith Defense;1. e4 h5;1. e4;2;730;img/730.webp;#6fd6ef
C20;King's Pawn Game;1. e4 e5;1. e4;2;1621;img/1621.webp;#73de0d
A00;P00;1. e3 d5;1. e3;2;3643;img/3643.webp;#4ed482
A00;P00;1. c3 e5;1. c3;2;3437;img/3437.webp;#4ed482
A00;P00;1. f3 d5;1. f3;2;3419;img/3419.webp;#4ed482
A01;Nimzo-Larsen Attack: Symmetrical Variation;1. b3 b6;1. b3;2;160;img/160.webp;#a63289
A01;Nimzo-Larsen Attack: Polish Variation;1. b3 b5;1. b3;2;157;img/157.webp;#a63289
B01;Scandinavian Defense;1. e4 d5;1. e4;2;805;img/805.webp;#c65ca5
A02;Bird Opening: From's Gambit;1. f4 e5;1. f4;2;164;img/164.webp;#c85d27
A01;Nimzo-Larsen Attack: Classical Variation;1. b3 d5;1. b3;2;148;img/148.webp;#a63289
A00;P00;1. e3 e5;1. e3;2;3411;img/3411.webp;#4ed482
A02;P00;1. f4 f5;1. f4;2;3689;img/3689.webp;#c85d27
A00;P00;1. a4 e5;1. a4;2;3424;img/3424.webp;#4ed482
B00;Borg Defense;1. e4 g5;1. e4;2;721;img/721.webp;#6fd6ef
A00;P00;1. a4 b6;1. a4;2;3660;img/3660.webp;#4ed482
A00;P00;1. a4 b5;1. a4;2;3666;img/3666.webp;#4ed482
B00;Pirc Defense;1. e4 d6;1. e4;2;789;img/789.webp;#6fd6ef
A00;P00;1. f3 f5;1. f3;2;3422;img/3422.webp;#4ed482
A00;P00;1. a3 e5;1. a3;2;3448;img/3448.webp;#4ed482
A00;P00;1. a3 a5;1. a3;2;3412;img/3412.webp;#4ed482
B06;Modern Defense;1. e4 g6;1. e4;2;897;img/897.webp;#9d08ad
A00;P00;1. f3 e5;1. f3;2;3414;img/3414.webp;#4ed482
A01;Nimzo-Larsen Attack: Modern Variation;1. b3 e5;1. b3;2;153;img/153.webp;#a63289
A01;Nimzo-Larsen Attack: Dutch Variation;1. b3 f5;1. b3;2;149;img/149.webp;#a63289
A00;Grob Opening: Alessi Gambit;1. g4 f5;1. g4;2;22;img/22.webp;#4ed482
A01;Nimzo-Larsen Attack: English Variation;1. b3 c5;1. b3;2;150;img/150.webp;#a63289
A00;Grob Opening: Double Grob;1. g4 g5;1. g4;2;23;img/23.webp;#4ed482
A13;English Opening: Agincourt Defense;1. c4 e6;1. c4;2;295;img/295.webp;#f78471
A00;P00;1. h4 c5;1. h4;2;3526;img/3526.webp;#4ed482
A00;P00;1. h4 d5;1. h4;2;3525;img/3525.webp;#4ed482
C00;French Defense;1. e4 e6;1. e4;2;1443;img/1443.webp;#e01676
A00;P00;1. d3 c5;1. d3;2;3656;img/3656.webp;#4ed482
A00;Mieses Opening: Reversed Rat;1. d3 e5;1. d3;2;72;img/72.webp;#4ed482
A00;P00;1. d3 g6;1. d3;2;3537;img/3537.webp;#4ed482
A43;Benoni Defense: Old Benoni;1. d4 c5;1. d4;2;490;img/490.webp;#3d6414
A41;Queen's Pawn Game;1. d4 d6;1. d4;2;471;img/471.webp;#506fff
A40;English Defense;1. d4 b6;1. d4;2;416;img/416.webp;#8b41ba
A06;P00;1. b4 e5;1. b4;2;3542;img/3542.webp;#79682e
A00;Polish Opening: Symmetrical Variation;1. b4 b5;1. b4;2;94;img/94.webp;#4ed482
B00;Ware Defense;1. e4 a5;1. e4;2;802;img/802.webp;#6fd6ef
A00;P00;1. b4 d5;1. b4;2;3539;img/3539.webp;#4ed482
A03;Bird Opening: Dutch Variation;1. f4 d5;1. f4;2;181;img/181.webp;#e31b73
A00;P00;1. h4 e5;1. h4;2;3533;img/3533.webp;#4ed482
A02;Bird Opening: Myers Defense;1. f4 b5;1. f4;2;174;img/174.webp;#c85d27
A40;Englund Gambit;1. d4 e5;1. d4;2;424;img/424.webp;#8b41ba
A40;Polish Defense;1. d4 b5;1. d4;2;451;img/451.webp;#8b41ba
B10;Caro-Kann Defense;1. e4 c6;1. e4;2;977;img/977.webp;#aef07b
B00;St. George Defense;1. e4 a6;1. e4;2;798;img/798.webp;#6fd6ef
B00;Duras Gambit;1. e4 f5;1. e4;2;728;img/728.webp;#6fd6ef
B00;Owen Defense;1. e4 b6;1. e4;2;782;img/782.webp;#6fd6ef
A10;English Opening: Great Snake Variation;1. c4 g6;1. c4;2;276;img/276.webp;#cae6bd
A40;Modern Defense;1. d4 g6;1. d4;2;447;img/447.webp;#8b41ba
B20;Sicilian Defense;1. e4 c5;1. e4;2;1074;img/1074.webp;#5c22dd
A00;Hungarian Opening: Dutch Defense;1. g3 f5;1. g3;2;46;img/46.webp;#4ed482
A40;Borg Defense: Borg Gambit;1. d4 g5;1. d4;2;411;img/411.webp;#8b41ba
D00;Queen's Pawn Game;1. d4 d5;1. d4;2;2651;img/2651.webp;#ce7cc2
A00;Hungarian Opening: Myers Defense;1. g3 g5;1. g3;2;48;img/48.webp;#4ed482
A00;Hungarian Opening: Symmetrical Variation;1. g3 g6;1. g3;2;57;img/57.webp;#4ed482
A00;Lasker Simul Special;1. g3 h5;1. g3;2;69;img/69.webp;#4ed482
B21;P00;1. d4 c6;1. d4;2;4114;img/4114.webp;#54271a
A00;P00;1. h3 d5;1. h3;2;3426;img/3426.webp;#4ed482
A80;Dutch Defense;1. d4 f5;1. d4;2;653;img/653.webp;#559a43
A10;English Opening: Anglo-Dutch Defense;1. c4 f5;1. c4;2;267;img/267.webp;#cae6bd
A00;P00;1. h4 f5;1. h4;2;3536;img/3536.webp;#4ed482
A00;P00;1. h3 e5;1. h3;2;3459;img/3459.webp;#4ed482
A40;Horwitz Defense;1. d4 e6;1. d4;2;440;img/440.webp;#8b41ba
A10;P00;1. c4 g5;1. c4;2;3818;img/3818.webp;#cae6bd
A00;P00;1. h3 h5;1. h3;2;3423;img/3423.webp;#4ed482
A00;P00;1. g4 d5;1. g4;2;3460;img/3460.webp;#4ed482
A00;P00;1. e3 d6;1. e3;2;3524;img/3524.webp;#4ed482
A00;Polish Opening: Grigorian Variation;1. b4 Nc6;1. b4;2;81;img/81.webp;#4ed482
A00;P00;1. Na3 g6;1. Na3;2;3583;img/3583.webp;#4ed482
A00;P00;1. b4 Nf6;1. b4;2;3544;img/3544.webp;#4ed482
A02;Bird Opening: Horsefly Defense;1. f4 Nh6;1. f4;2;171;img/171.webp;#c85d27
A02;Bird Opening;1. f4 Nf6;1. f4;2;162;img/162.webp;#c85d27
A04;Zukertort Opening: Ware Defense;1. Nf3 a5;1. Nf3;2;217;img/217.webp;#78146f
A04;Zukertort Opening: St. George Defense;1. Nf3 a6;1. Nf3;2;213;img/213.webp;#78146f
A04;Zukertort Opening: Polish Defense;1. Nf3 b5;1. Nf3;2;205;img/205.webp;#78146f
A04;Zukertort Opening: Queenside Fianchetto Variation;1. Nf3 b6;1. Nf3;2;207;img/207.webp;#78146f
A04;Zukertort Opening: Sicilian Invitation;1. Nf3 c5;1. Nf3;2;210;img/210.webp;#78146f
A00;P00;1. Na3 e5;1. Na3;2;3582;img/3582.webp;#4ed482
A04;Zukertort Opening: Slav Invitation;1. Nf3 c6;1. Nf3;2;211;img/211.webp;#78146f
A01;Nimzo-Larsen Attack: Indian Variation;1. b3 Nf6;1. b3;2;152;img/152.webp;#a63289
A06;Zukertort Opening;1. Nf3 d5;1. Nf3;2;234;img/234.webp;#79682e
A04;Zukertort Opening: Queen's Gambit Invitation;1. Nf3 e6;1. Nf3;2;206;img/206.webp;#78146f
A04;Zukertort Opening: Dutch Variation;1. Nf3 f5;1. Nf3;2;199;img/199.webp;#78146f
A04;Zukertort Opening: Arctic Defense;1. Nf3 f6;1. Nf3;2;194;img/194.webp;#78146f
A04;Zukertort Opening: Herrstrom Gambit;1. Nf3 g5;1. Nf3;2;200;img/200.webp;#78146f
A04;Zukertort Opening: Kingside Fianchetto;1. Nf3 g6;1. Nf3;2;201;img/201.webp;#78146f
A04;Zukertort Opening: Basman Defense;1. Nf3 h6;1. Nf3;2;196;img/196.webp;#78146f
A00;P00;1. Nh3 d5;1. Nh3;2;3405;img/3405.webp;#4ed482
A04;Zukertort Opening: Ross Gambit;1. Nf3 e5;1. Nf3;2;208;img/208.webp;#78146f
A04;Zukertort Opening: Pirc Invitation;1. Nf3 d6;1. Nf3;2;204;img/204.webp;#78146f
A00;Polish Opening: Karniewski Variation;1. b4 Nh6;1. b4;2;82;img/82.webp;#4ed482
A15;English Opening: Anglo-Indian Defense;1. c4 Nf6;1. c4;2;313;img/313.webp;#aa2f32
A40;Australian Defense;1. d4 Na6;1. d4;2;409;img/409.webp;#8b41ba
A40;Mikenas Defense;1. d4 Nc6;1. d4;2;443;img/443.webp;#8b41ba
A00;Hungarian Opening: Indian Defense;1. g3 Nf6;1. g3;2;47;img/47.webp;#4ed482
A00;Van Geet Opening: Laroche Gambit;1. Nc3 b5;1. Nc3;2;118;img/118.webp;#4ed482
A10;English Opening: Anglo-Lithuanian Variation;1. c4 Nc6;1. c4;2;271;img/271.webp;#cae6bd
A00;P00;1. Nc3 c5;1. Nc3;2;3593;img/3593.webp;#4ed482
A45;Indian Defense;1. d4 Nf6;1. d4;2;509;img/509.webp;#0f6a3f
A00;P00;1. Nc3 g6;1. Nc3;2;3615;img/3615.webp;#4ed482
B00;Hippopotamus Defense;1. e4 Nh6;1. e4;2;733;img/733.webp;#6fd6ef
A00;Van Geet Opening: Reversed Nimzowitsch;1. Nc3 e5;1. Nc3;2;126;img/126.webp;#4ed482
A00;P00;1. g3 Nc6;1. g3;2;3493;img/3493.webp;#4ed482
B00;Lemming Defense;1. e4 Na6;1. e4;2;736;img/736.webp;#6fd6ef
B00;Nimzowitsch Defense;1. e4 Nc6;1. e4;2;738;img/738.webp;#6fd6ef
A00;P00;1. Nc3 f5;1. Nc3;2;3614;img/3614.webp;#4ed482
A00;P00;1. Nc3 d6;1. Nc3;2;3601;img/3601.webp;#4ed482
B02;Alekhine Defense;1. e4 Nf6;1. e4;2;841;img/841.webp;#f23713
A00;P00;1. Nc3 d5;1. Nc3;2;3590;img/3590.webp;#4ed482
A05;Zukertort Opening;1. Nf3 Nf6;1. Nf3;2;224;img/224.webp;#5624cb
A00;P00;1. Nc3 Nf6;1. Nc3;2;3632;img/3632.webp;#4ed482
A04;P00;1. Nf3 Na6;1. Nf3;2;3724;img/3724.webp;#78146f
A04;Zukertort Opening: Black Mustang Defense;1. Nf3 Nc6;1. Nf3;2;197;img/197.webp;#78146f
A43;P00;1. d4 c5 2. c4;1. d4 c5;3;4152;img/4152.webp;#3d6414
B10;Caro-Kann Defense: Accelerated Panov Attack;1. e4 c6 2. c4;1. e4 c6;3;980;img/980.webp;#aef07b
A43;Benoni Defense: Old Benoni;1. d4 c5 2. d5;1. d4 c5;3;491;img/491.webp;#3d6414
A00;Global Opening;1. h3 e5 2. a3;1. h3 e5;3;20;img/20.webp;#4ed482
A10;P00;1. c4 g5 2. d4;1. c4 g5;3;3817;img/3817.webp;#cae6bd
A80;Dutch Defense: Krejcik Gambit;1. d4 f5 2. g4;1. d4 f5;3;660;img/660.webp;#559a43
B20;Sicilian Defense: Lasker-Dunne Attack;1. e4 c5 2. g3;1. e4 c5;3;1085;img/1085.webp;#5c22dd
A10;P00;1. c4 f5 2. g3;1. c4 f5;3;4357;img/4357.webp;#cae6bd
B10;Caro-Kann Defense: Breyer Variation;1. e4 c6 2. d3;1. e4 c6;3;987;img/987.webp;#aef07b
B00;P00;1. e4 b6 2. d4;1. e4 b6;3;4419;img/4419.webp;#6fd6ef
A80;Dutch Defense: Korchnoi Attack;1. d4 f5 2. h3;1. d4 f5;3;659;img/659.webp;#559a43
B12;Caro-Kann Defense;1. e4 c6 2. d4;1. e4 c6;3;1005;img/1005.webp;#46b75c
A43;P00;1. d4 c5 2. e4;1. d4 c5;3;4811;img/4811.webp;#3d6414
A13;P00;1. c4 e6 2. g3;1. c4 e6;3;7518;img/7518.webp;#f78471
A40;P00;1. d4 c6 2. c4;1. d4 c6;3;4113;img/4113.webp;#8b41ba
A10;English Opening: Wade Gambit;1. c4 f5 2. g4;1. c4 f5;3;281;img/281.webp;#cae6bd
A10;English Opening: Anglo-Dutch Defense, Hickmann Gambit;1. c4 f5 2. e4;1. c4 f5;3;268;img/268.webp;#cae6bd
C00;French Defense: Normal Variation;1. e4 e6 2. d4;1. e4 e6;3;1464;img/1464.webp;#e01676
B00;P00;1. e4 a6 2. d4;1. e4 a6;3;4465;img/4465.webp;#6fd6ef
A41;Old Indian Defense;1. d4 d6 2. c4;1. d4 d6;3;470;img/470.webp;#506fff
B20;Sicilian Defense: Grob Variation;1. e4 c5 2. g4;1. e4 c5;3;1080;img/1080.webp;#5c22dd
B20;Sicilian Defense: Myers Attack;1. e4 c5 2. h4;1. e4 c5;3;1088;img/1088.webp;#5c22dd
A00;P00;1. g4 d5 2. h3;1. g4 d5;3;3473;img/3473.webp;#4ed482
C00;French Defense: Steiner Variation;1. e4 e6 2. c4;1. e4 e6;3;1472;img/1472.webp;#e01676
C00;French Defense: Horwitz Attack;1. e4 e6 2. b3;1. e4 e6;3;1456;img/1456.webp;#e01676
A40;P00;1. d4 b5 2. e4;1. d4 b5;3;4102;img/4102.webp;#8b41ba
C00;French Defense: King's Indian Attack;1. e4 e6 2. d3;1. e4 e6;3;1458;img/1458.webp;#e01676
A00;P00;1. g4 d5 2. e4;1. g4 d5;3;3484;img/3484.webp;#4ed482
B00;P00;1. e4 a5 2. d4;1. e4 a5;3;4467;img/4467.webp;#6fd6ef
A00;Clemenz Opening: Spike Lee Gambit;1. h3 h5 2. g4;1. h3 h5;3;12;img/12.webp;#4ed482
A40;P00;1. d4 b6 2. c4;1. d4 b6;3;4065;img/4065.webp;#8b41ba
A00;P00;1. h4 d5 2. d4;1. h4 d5;3;3530;img/3530.webp;#4ed482
D00;Queen's Pawn Game: Mason Attack;1. d4 d5 2. f4;1. d4 d5;3;2664;img/2664.webp;#ce7cc2
A00;Mieses Opening: Myers Spike Attack;1. d3 g6 2. g4;1. d3 g6;3;71;img/71.webp;#4ed482
B10;Caro-Kann Defense: Euwe Attack;1. e4 c6 2. b3;1. e4 c6;3;989;img/989.webp;#aef07b
A81;Dutch Defense: Fianchetto Attack;1. d4 f5 2. g3;1. d4 f5;3;671;img/671.webp;#e27b95
B10;Caro-Kann Defense: Labahn Attack;1. e4 c6 2. b4;1. e4 c6;3;994;img/994.webp;#aef07b
A43;Benoni Defense: Zilbermints-Benoni Gambit;1. d4 c5 2. b4;1. d4 c5;3;497;img/497.webp;#3d6414
A10;P00;1. c4 g6 2. e4;1. c4 g6;3;3798;img/3798.webp;#cae6bd
A00;Kádas Opening: Kádas Gambit;1. h4 c5 2. b4;1. h4 c5;3;63;img/63.webp;#4ed482
A13;P00;1. c4 e6 2. d4;1. c4 e6;3;3870;img/3870.webp;#f78471
D00;Queen's Pawn Game: Zurich Gambit;1. d4 d5 2. g4;1. d4 d5;3;2669;img/2669.webp;#ce7cc2
D00;Blackmar Gambit;1. d4 d5 2. e4;1. d4 d5;3;2612;img/2612.webp;#ce7cc2
A00;P00;1. g3 e5 2. a3;1. g3 e5;3;3499;img/3499.webp;#4ed482
A00;P00;1. g3 f5 2. e4;1. g3 f5;3;3506;img/3506.webp;#4ed482
A00;P00;1. g4 e5 2. h3;1. g4 e5;3;3479;img/3479.webp;#4ed482
A00;P00;1. a4 b6 2. d4;1. a4 b6;3;3659;img/3659.webp;#4ed482
A00;Englund Gambit Declined: Reversed French;1. e3 e5 2. d4;1. e3 e5;3;15;img/15.webp;#4ed482
B10;Caro-Kann Defense: Spike Variation;1. e4 c6 2. g4;1. e4 c6;3;998;img/998.webp;#aef07b
A00;P00;1. e3 e5 2. c4;1. e3 e5;3;3410;img/3410.webp;#4ed482
A00;P00;1. a4 e5 2. a5;1. a4 e5;3;3664;img/3664.webp;#4ed482
A00;Crab Opening;1. a4 e5 2. h4;1. a4 e5;3;13;img/13.webp;#4ed482
A02;P00;1. f4 e5 2. d4;1. f4 e5;3;3685;img/3685.webp;#c85d27
A03;Bird Opening: Dutch Variation, Dudweiler Gambit;1. f4 d5 2. g4;1. f4 d5;3;182;img/182.webp;#e31b73
A00;P00;1. e3 d6 2. d4;1. e3 d6;3;3523;img/3523.webp;#4ed482
B00;Pirc Defense;1. e4 d6 2. d4;1. e4 d6;3;790;img/790.webp;#6fd6ef
A03;Bird Opening: Williams Gambit;1. f4 d5 2. e4;1. f4 d5;3;186;img/186.webp;#e31b73
A00;P00;1. c3 e5 2. a3;1. c3 e5;3;3436;img/3436.webp;#4ed482
A03;Bird Opening: Sturm Gambit;1. f4 d5 2. c4;1. f4 d5;3;184;img/184.webp;#e31b73
A03;P00;1. f4 d5 2. b3;1. f4 d5;3;3699;img/3699.webp;#e31b73
A00;Polish Opening: Bugayev Attack;1. b4 e5 2. a3;1. b4 e5;3;77;img/77.webp;#4ed482
B06;P00;1. d4 g6 2. h4;1. d4 g6;3;4099;img/4099.webp;#9d08ad
D06;Queen's Gambit;1. d4 d5 2. c4;1. d4 d5;3;2706;img/2706.webp;#dca4bd
B01;Scandinavian Defense;1. e4 d5 2. b3;1. e4 d5;3;806;img/806.webp;#c65ca5
B01;Scandinavian Defense: Zilbermints Gambit;1. e4 d5 2. b4;1. e4 d5;3;839;img/839.webp;#c65ca5
B01;P00;1. e4 d5 2. d4;1. e4 d5;3;6662;img/6662.webp;#c65ca5
A00;P00;1. f3 f5 2. e4;1. f3 f5;3;3421;img/3421.webp;#4ed482
D00;Queen's Pawn Game;1. d4 d5 2. e3;1. d4 d5;3;2652;img/2652.webp;#ce7cc2
A00;P00;1. a3 e5 2. g3;1. a3 e5;3;3458;img/3458.webp;#4ed482
A40;P00;1. d4 g6 2. c4;1. d4 g6;3;4097;img/4097.webp;#8b41ba
A00;P00;1. h3 d5 2. a3;1. h3 d5;3;3425;img/3425.webp;#4ed482
A20;P00;1. c4 e5 2. g3;1. c4 e5;3;3921;img/3921.webp;#4e7fda
A00;Grob Opening: Double Grob, Coca-Cola Gambit;1. g4 g5 2. f4;1. g4 g5;3;24;img/24.webp;#4ed482
A20;P00;1. c4 e5 2. e3;1. c4 e5;3;3925;img/3925.webp;#4e7fda
A42;P00;1. d4 g6 2. e4;1. d4 g6;3;4627;img/4627.webp;#ca927e
B00;P00;1. e4 h5 2. d4;1. e4 h5;3;4418;img/4418.webp;#6fd6ef
A11;P00;1. c4 c6 2. e4;1. c4 c6;3;6760;img/6760.webp;#de6673
A30;P00;1. c4 c5 2. g3;1. c4 c5;3;4008;img/4008.webp;#b4bf38
A30;English Opening: Wing Gambit;1. c4 c5 2. b4;1. c4 c5;3;388;img/388.webp;#b4bf38
B00;P00;1. e4 h6 2. d4;1. e4 h6;3;4416;img/4416.webp;#6fd6ef
B00;Rat Defense: Petruccioli Attack;1. e4 d6 2. h4;1. e4 d6;3;796;img/796.webp;#6fd6ef
B00;Rat Defense: Spike Attack;1. e4 d6 2. g4;1. e4 d6;3;797;img/797.webp;#6fd6ef
A00;P00;1. f3 d5 2. e4;1. f3 d5;3;3418;img/3418.webp;#4ed482
A02;Bird Opening: Wagner-Zwitersch Gambit;1. f4 f5 2. e4;1. f4 f5;3;179;img/179.webp;#c85d27
A02;P00;1. f4 f5 2. d4;1. f4 f5;3;3690;img/3690.webp;#c85d27
A00;P00;1. f3 e5 2. e4;1. f3 e5;3;5415;img/5415.webp;#4ed482
C20;King's Pawn Game: King's Head Opening;1. e4 e5 2. f3;1. e4 e5;3;1626;img/1626.webp;#73de0d
A00;Anderssen's Opening: Polish Gambit;1. a3 a5 2. b4;1. a3 a5;3;6;img/6.webp;#4ed482
A00;P00;1. a3 e5 2. b3;1. a3 e5;3;3447;img/3447.webp;#4ed482
C20;P00;1. f3 e5 2. g4;1. f3 e5;3;3413;img/3413.webp;#73de0d
C30;King's Gambit;1. e4 e5 2. f4;1. e4 e5;3;1767;img/1767.webp;#858b59
B00;Rat Defense: Harmonist;1. e4 d6 2. f4;1. e4 d6;3;795;img/795.webp;#6fd6ef
A41;P00;1. d4 d6 2. e4;1. d4 d6;3;4133;img/4133.webp;#506fff
C00;French Defense: Banzai-Leong Gambit;1. e4 e6 2. b4;1. e4 e6;3;1447;img/1447.webp;#e01676
C00;French Defense: Steinitz Attack;1. e4 e6 2. e5;1. e4 e6;3;1473;img/1473.webp;#e01676
C20;Center Game;1. e4 e5 2. d4;1. e4 e5;3;1619;img/1619.webp;#73de0d
A40;Englund Gambit Complex Declined;1. d4 e5 2. d5;1. d4 e5;3;425;img/425.webp;#8b41ba
C00;French Defense: Réti-Spielmann Attack;1. e4 e6 2. g3;1. e4 e6;3;1470;img/1470.webp;#e01676
A40;P00;1. d4 e6 2. c4;1. d4 e6;3;4040;img/4040.webp;#8b41ba
C20;King's Pawn Game: Macleod Attack;1. e4 e5 2. c3;1. e4 e5;3;1629;img/1629.webp;#73de0d
B20;Sicilian Defense: Snyder Variation;1. e4 c5 2. b3;1. e4 c5;3;1089;img/1089.webp;#5c22dd
B22;Sicilian Defense: Alapin Variation;1. e4 c5 2. c3;1. e4 c5;3;1128;img/1128.webp;#406f6b
C00;French Defense: La Bourdonnais Variation;1. e4 e6 2. f4;1. e4 e6;3;1460;img/1460.webp;#e01676
A95;P00;1. d4 e6 2. e4;1. d4 e6;3;5255;img/5255.webp;#102e6e
B20;Sicilian Defense: Staunton-Cochrane Variation;1. e4 c5 2. c4;1. e4 c5;3;1091;img/1091.webp;#5c22dd
B06;P00;1. e4 g6 2. d4;1. e4 g6;3;4572;img/4572.webp;#9d08ad
B21;Sicilian Defense: Smith-Morra Gambit;1. e4 c5 2. d4;1. e4 c5;3;1107;img/1107.webp;#54271a
B20;P00;1. e4 c5 2. d3;1. e4 c5;3;4783;img/4783.webp;#5c22dd
B20;Sicilian Defense: Wing Gambit;1. e4 c5 2. b4;1. e4 c5;3;1092;img/1092.webp;#5c22dd
C20;King's Pawn Opening;1. e4 e5 2. b3;1. e4 e5;3;1640;img/1640.webp;#73de0d
B00;P00;1. e4 g5 2. d4;1. e4 g5;3;4409;img/4409.webp;#6fd6ef
A00;P00;1. h4 e5 2. d4;1. h4 e5;3;3532;img/3532.webp;#4ed482
A82;Dutch Defense: Staunton Gambit;1. d4 f5 2. e4;1. d4 f5;3;676;img/676.webp;#805920
C20;King's Pawn Game: Mengarini's Opening;1. e4 e5 2. a3;1. e4 e5;3;1632;img/1632.webp;#73de0d
A00;P00;1. h4 f5 2. e4;1. h4 f5;3;3535;img/3535.webp;#4ed482
B00;P00;1. e4 f6 2. d4;1. e4 f6;3;4417;img/4417.webp;#6fd6ef
C20;King's Pawn Game: Leonardis Variation;1. e4 e5 2. d3;1. e4 e5;3;1628;img/1628.webp;#73de0d
A84;Dutch Defense;1. d4 f5 2. c4;1. d4 f5;3;687;img/687.webp;#903903
B20;Sicilian Defense: Myers Attack;1. e4 c5 2. a4;1. e4 c5;3;1087;img/1087.webp;#5c22dd
B20;Sicilian Defense: Mengarini Variation;1. e4 c5 2. a3;1. e4 c5;3;1086;img/1086.webp;#5c22dd
C20;English Opening: The Whale;1. e4 e5 2. c4;1. e4 e5;3;1620;img/1620.webp;#73de0d
B21;Sicilian Defense: McDonnell Attack;1. e4 c5 2. f4;1. e4 c5;3;1103;img/1103.webp;#54271a
C20;King's Pawn Game: Alapin Opening;1. e4 e5 2. Ne2;1. e4 e5;3;1622;img/1622.webp;#73de0d
A09;Réti Opening;1. Nf3 d5 2. c4;1. Nf3 d5;3;256;img/256.webp;#e86807
A15;P00;1. c4 Nf6 2. g3;1. c4 Nf6;3;3851;img/3851.webp;#aa2f32
A15;English Orangutan;1. c4 Nf6 2. b4;1. c4 Nf6;3;325;img/325.webp;#aa2f32
B27;Sicilian Defense;1. e4 c5 2. Nf3;1. e4 c5;3;1166;img/1166.webp;#6c3a73
B20;Sicilian Defense: Keres Variation;1. e4 c5 2. Ne2;1. e4 c5;3;1081;img/1081.webp;#5c22dd
A00;P00;1. e3 e5 2. Bc4;1. e3 e5;3;3636;img/3636.webp;#4ed482
A40;P00;1. d4 Nc6 2. d5;1. d4 Nc6;3;4100;img/4100.webp;#8b41ba
A04;P00;1. Nf3 d6 2. e4;1. Nf3 d6;3;3738;img/3738.webp;#78146f
A00;P00;1. e3 e5 2. Nc3;1. e3 e5;3;3647;img/3647.webp;#4ed482
B06;P00;1. e4 g6 2. Bc4;1. e4 g6;3;4580;img/4580.webp;#9d08ad
A00;Barnes Opening: Hammerschlag;1. f3 e5 2. Kf2;1. f3 e5;3;10;img/10.webp;#4ed482
