eco;name;pgn;parent;move_count;id;path_png;path_webp;path_svg;complex;color
D31;P00;1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 Nf6 5. Nf3 Nbd7 6. Bd3 dxc4;1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 Nf6 5. Nf3 Nbd7 6. Bd3;12;7126;..shared/img/png/7126.png;..shared/img/webp/7126.webp;..shared/img/svg/7126.svg;P00;#4ffefb
A14;P00;1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. O-O O-O 6. d4 Nbd7;1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. O-O O-O 6. d4;12;7521;..shared/img/png/7521.png;..shared/img/webp/7521.webp;..shared/img/svg/7521.svg;P00;#5b5c54
D57;P00;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Nf3 Be7 5. Bf4 O-O 6. e3 Nbd7;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Nf3 Be7 5. Bf4 O-O 6. e3;12;7000;..shared/img/png/7000.png;..shared/img/webp/7000.webp;..shared/img/svg/7000.svg;P00;#2be822
E12;P00;1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. a3 d5 6. cxd5 Nxd5;1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 Bb7 5. a3 d5 6. cxd5;12;7604;..shared/img/png/7604.png;..shared/img/webp/7604.webp;..shared/img/svg/7604.svg;P00;#4f397e
D37;P00;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Nf3 Be7 5. Bg5 O-O 6. e3 Nbd7;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Nf3 Be7 5. Bg5 O-O 6. e3;12;7313;..shared/img/png/7313.png;..shared/img/webp/7313.webp;..shared/img/svg/7313.svg;P00;#5701bc
B44;P00;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4;12;4989;..shared/img/png/4989.png;..shared/img/webp/4989.webp;..shared/img/svg/4989.svg;P00;#962286
C57;Italian Game: Two Knights Defense, Fried Liver Attack;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5 6. Nxf7;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nxd5;11;2353;..shared/img/png/2353.png;..shared/img/webp/2353.webp;..shared/img/svg/2353.svg;Italian Game;#22d956
C57;P00;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4 6. c3 b5;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Nd4 6. c3;12;6374;..shared/img/png/6374.png;..shared/img/webp/6374.webp;..shared/img/svg/6374.svg;P00;#22d956
B07;Philidor Defense: Lion Variation, Lion's Claw;1. e4 d6 2. d4 Nf6 3. Nc3 c6 4. Be2 Nbd7 5. Nf3 e5 6. O-O Be7;1. e4 d6 2. d4 Nf6 3. Nc3 c6 4. Be2 Nbd7 5. Nf3 e5 6. O-O;12;950;..shared/img/png/950.png;..shared/img/webp/950.webp;..shared/img/svg/950.svg;Philidor Defense;#f542d0
E61;P00;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. e3 d6 6. Be2 Nbd7;1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 O-O 5. e3 d6 6. Be2;12;7756;..shared/img/png/7756.png;..shared/img/webp/7756.webp;..shared/img/svg/7756.svg;P00;#c32d59
E26;Nimzo-Indian Defense: Sämisch Variation, O'Kelly Variation;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3 b6;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3;12;3223;..shared/img/png/3223.png;..shared/img/webp/3223.webp;..shared/img/svg/3223.svg;Nimzo-Indian Defense;#d59d1a
C19;French Defense: Winawer Variation, Advance Variation;1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7;1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3;12;1611;..shared/img/png/1611.png;..shared/img/webp/1611.webp;..shared/img/svg/1611.svg;French Defense;#943355
B41;P00;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3;12;4975;..shared/img/png/4975.png;..shared/img/webp/4975.webp;..shared/img/svg/4975.svg;P00;#80fc05
C44;P00;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 d5 6. Bb5 Ne4;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 d5 6. Bb5;12;6307;..shared/img/png/6307.png;..shared/img/webp/6307.webp;..shared/img/svg/6307.svg;P00;#c8d841
A05;P00;1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. c4 c5 6. Nc3 Nc6;1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. c4 c5 6. Nc3;12;4021;..shared/img/png/4021.png;..shared/img/webp/4021.webp;..shared/img/svg/4021.svg;P00;#11729f
B14;Caro-Kann Defense: Panov Attack, Main Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3 Bb4;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 e6 6. Nf3;12;1044;..shared/img/png/1044.png;..shared/img/webp/1044.webp;..shared/img/svg/1044.svg;Caro-Kann Defense;#a05e33
E07;Catalan Opening: Closed;1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7;1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O;12;3123;..shared/img/png/3123.png;..shared/img/webp/3123.webp;..shared/img/svg/3123.svg;Catalan Opening;#c7ac12
B06;Modern Defense: Two Knights Variation, Suttles Variation, Tal Gambit;1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Bg5 Qb6 6. Qd2 Qxb2;1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Bg5 Qb6 6. Qd2;12;920;..shared/img/png/920.png;..shared/img/webp/920.webp;..shared/img/svg/920.svg;Modern Defense;#3b2e97
B82;P00;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. f4 Nc6;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. f4;12;5164;..shared/img/png/5164.png;..shared/img/webp/5164.webp;..shared/img/svg/5164.svg;P00;#f05f13
A40;P00;1. d4 e6 2. c4 Nf6 3. Nf3 d5 4. g3 Be7 5. Bg2 O-O 6. O-O Nbd7;1. d4 e6 2. c4 Nf6 3. Nf3 d5 4. g3 Be7 5. Bg2 O-O 6. O-O;12;7542;..shared/img/png/7542.png;..shared/img/webp/7542.webp;..shared/img/svg/7542.svg;P00;#b25097
C50;Italian Game: Hungarian Defense, Tartakower Variation;1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4 5. c3 Nf6 6. e5 Ne4;1. e4 e5 2. Nf3 Nc6 3. Bc4 Be7 4. d4 exd4 5. c3 Nf6 6. e5;12;2238;..shared/img/png/2238.png;..shared/img/webp/2238.webp;..shared/img/svg/2238.svg;Italian Game;#7637c0
E20;P00;1. d4 Nf6 2. c4 e6 3. Nc3 c5 4. Nf3 d5 5. cxd5 exd5 6. g3 Nc6;1. d4 Nf6 2. c4 e6 3. Nc3 c5 4. Nf3 d5 5. cxd5 exd5 6. g3;12;6952;..shared/img/png/6952.png;..shared/img/webp/6952.webp;..shared/img/svg/6952.svg;P00;#655526
C23;P00;1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+;1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7;11;5479;..shared/img/png/5479.png;..shared/img/webp/5479.webp;..shared/img/svg/5479.svg;P00;#0c538d
B13;Caro-Kann Defense: Panov Attack, Modern Defense, Carlsbad Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 e6;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5;12;1036;..shared/img/png/1036.png;..shared/img/webp/1036.webp;..shared/img/svg/1036.svg;Caro-Kann Defense;#144371
D75;P00;1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nbd7;1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O;12;7825;..shared/img/png/7825.png;..shared/img/webp/7825.webp;..shared/img/svg/7825.svg;P00;#0b0ad5
B43;P00;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6;1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3;12;4984;..shared/img/png/4984.png;..shared/img/webp/4984.webp;..shared/img/svg/4984.svg;P00;#c5d04d
D53;P00;1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7;1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3;12;7325;..shared/img/png/7325.png;..shared/img/webp/7325.webp;..shared/img/svg/7325.svg;P00;#1ac150
D37;Queen's Gambit Declined: Knight Defense, Alekhine Gambit;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Nbd7 5. Bg5 h6 6. Bh4 dxc4;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Nbd7 5. Bg5 h6 6. Bh4;12;2914;..shared/img/png/2914.png;..shared/img/webp/2914.webp;..shared/img/svg/2914.svg;Queen's Gambit Declined;#5701bc
C67;Ruy Lopez: Berlin Defense, Trifunovic Variation;1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2 d5;1. e4 e5 2. Nf3 Nc6 3. Bb5 Nf6 4. O-O Nxe4 5. d4 Be7 6. Qe2;12;2454;..shared/img/png/2454.png;..shared/img/webp/2454.webp;..shared/img/svg/2454.svg;Ruy Lopez;#a2524b
C32;P00;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3 Bc5;1. e4 e5 2. f4 d5 3. exd5 e4 4. d3 Nf6 5. dxe4 Nxe4 6. Nf3;12;5648;..shared/img/png/5648.png;..shared/img/webp/5648.webp;..shared/img/svg/5648.svg;P00;#17a9de
E04;Catalan Opening: Open Defense, Modern Sharp Variation;1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Nc6 6. Qa4 Bb4+;1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Nc6 6. Qa4;12;3120;..shared/img/png/3120.png;..shared/img/webp/3120.webp;..shared/img/svg/3120.svg;Catalan Opening;#8f7f52
B58;P00;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 g6;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2;12;5071;..shared/img/png/5071.png;..shared/img/webp/5071.webp;..shared/img/svg/5071.svg;P00;#d0b609
E39;P00;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O 6. a3 Bxc5;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 c5 5. dxc5 O-O 6. a3;12;7715;..shared/img/png/7715.png;..shared/img/webp/7715.webp;..shared/img/svg/7715.svg;P00;#55f417
C73;Ruy Lopez: Morphy Defense, Modern Steinitz Defense;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. Bxc6+ bxc6 6. d4 f6;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 d6 5. Bxc6+ bxc6 6. d4;12;2492;..shared/img/png/2492.png;..shared/img/webp/2492.webp;..shared/img/svg/2492.svg;Ruy Lopez;#e87e63
B56;P00;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 e5;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2;12;5045;..shared/img/png/5045.png;..shared/img/webp/5045.webp;..shared/img/svg/5045.svg;P00;#3b5cae
C55;P00;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Bc5 6. e5 Ng4;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Bc5 6. e5;12;6326;..shared/img/png/6326.png;..shared/img/webp/6326.webp;..shared/img/svg/6326.svg;P00;#b4b8c3
B89;P00;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bc4 g6;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bc4;12;5044;..shared/img/png/5044.png;..shared/img/webp/5044.webp;..shared/img/svg/5044.svg;P00;#cacb4f
E42;P00;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4;12;7721;..shared/img/png/7721.png;..shared/img/webp/7721.webp;..shared/img/svg/7721.svg;P00;#3925b9
C23;P00;1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4;1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6;12;5492;..shared/img/png/5492.png;..shared/img/webp/5492.webp;..shared/img/svg/5492.svg;P00;#0c538d
D35;P00;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. cxd5 exd5 5. Bg5 Be7 6. e3 O-O;1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. cxd5 exd5 5. Bg5 Be7 6. e3;12;6978;..shared/img/png/6978.png;..shared/img/webp/6978.webp;..shared/img/svg/6978.svg;P00;#d8b6c0
C33;King's Gambit Accepted: Bishop's Gambit, Classical Defense;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Ne7 5. Nc3 g5 6. d4 Bg7;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 Ne7 5. Nc3 g5 6. d4;12;1834;..shared/img/png/1834.png;..shared/img/webp/1834.webp;..shared/img/svg/1834.svg;King's Gambit Accepted;#2515db
E12;P00;1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 d5 5. cxd5 exd5 6. Bg5 Be7;1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Nc3 d5 5. cxd5 exd5 6. Bg5;12;7226;..shared/img/png/7226.png;..shared/img/webp/7226.webp;..shared/img/svg/7226.svg;P00;#4f397e
B07;P00;1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5 5. Nf3 exd4 6. Qxd4 c6;1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5 5. Nf3 exd4 6. Qxd4;12;4658;..shared/img/png/4658.png;..shared/img/webp/4658.webp;..shared/img/svg/4658.svg;P00;#f542d0
C50;P00;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxe5 Qg5 5. Nxf7 Qxg2 6. Rf1;1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxe5 Qg5 5. Nxf7 Qxg2;11;6135;..shared/img/png/6135.png;..shared/img/webp/6135.webp;..shared/img/svg/6135.svg;P00;#7637c0
C33;P00;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4 Ne7;1. e4 e5 2. f4 exf4 3. Bc4 Qh4+ 4. Kf1 g5 5. Nc3 Bg7 6. d4;12;5673;..shared/img/png/5673.png;..shared/img/webp/5673.webp;..shared/img/svg/5673.svg;P00;#2515db
B14;Caro-Kann Defense: Panov Attack, Fianchetto Defense, Fianchetto Gambit;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6 6. cxd5 Bg7;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 g6 6. cxd5;12;1043;..shared/img/png/1043.png;..shared/img/webp/1043.webp;..shared/img/svg/1043.svg;Caro-Kann Defense;#a05e33
B13;Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Nf3 Bg4;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Nf3;12;1038;..shared/img/png/1038.png;..shared/img/webp/1038.webp;..shared/img/svg/1038.svg;Caro-Kann Defense;#144371
B07;P00;1. e4 d6 2. d4 Nf6 3. Nc3 e5 4. Nf3 Nbd7 5. Bc4 Be7 6. O-O O-O;1. e4 d6 2. d4 Nf6 3. Nc3 e5 4. Nf3 Nbd7 5. Bc4 Be7 6. O-O;12;5872;..shared/img/png/5872.png;..shared/img/webp/5872.webp;..shared/img/svg/5872.svg;P00;#f542d0
B38;P00;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3 Nf6;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3;12;4959;..shared/img/png/4959.png;..shared/img/webp/4959.webp;..shared/img/svg/4959.svg;P00;#071f5f
B13;Caro-Kann Defense: Panov Attack, Modern Defense, Reifir-Spielmann Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qb6;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5;12;1039;..shared/img/png/1039.png;..shared/img/webp/1039.webp;..shared/img/svg/1039.svg;Caro-Kann Defense;#144371
B13;Caro-Kann Defense: Panov Attack, Modern Defense, Czerniak Line;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5 Qa5;1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nf6 5. Nc3 Nc6 6. Bg5;12;1037;..shared/img/png/1037.png;..shared/img/webp/1037.webp;..shared/img/svg/1037.svg;Caro-Kann Defense;#144371
A33;English Opening: Symmetrical Variation, Anti-Benoni Variation, Geller Variation;1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6 6. g3 Qb6;1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6 6. g3;12;391;..shared/img/png/391.png;..shared/img/webp/391.webp;..shared/img/svg/391.svg;English Opening;#7b2d13
D17;P00;1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Nbd7;1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5;12;6793;..shared/img/png/6793.png;..shared/img/webp/6793.webp;..shared/img/svg/6793.svg;P00;#7e701a
C55;Italian Game: Scotch Gambit, Max Lange Attack, Spielmann Defense;1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5 Ng4;1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. O-O Bc5 6. e5;12;2333;..shared/img/png/2333.png;..shared/img/webp/2333.webp;..shared/img/svg/2333.svg;Italian Game;#b4b8c3
B29;Sicilian Defense: Nimzowitsch Variation, Main Line;1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 e6 5. Nxd5 exd5 6. d4 Nc6;1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 e6 5. Nxd5 exd5 6. d4;12;1205;..shared/img/png/1205.png;..shared/img/webp/1205.webp;..shared/img/svg/1205.svg;Sicilian Defense;#3ad915
C53;Italian Game: Classical Variation, La Bourdonnais Variation;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 d6 5. d4 exd4 6. cxd4 Bb6;1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 d6 5. d4 exd4 6. cxd4;12;2305;..shared/img/png/2305.png;..shared/img/webp/2305.webp;..shared/img/svg/2305.svg;Italian Game;#b04e2e
B15;Caro-Kann Defense: Forgacs Variation;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4;1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6;11;1049;..shared/img/png/1049.png;..shared/img/webp/1049.webp;..shared/img/svg/1049.svg;Caro-Kann Defense;#f747db
C84;P00;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. d4 exd4;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. d4;12;6561;..shared/img/png/6561.png;..shared/img/webp/6561.webp;..shared/img/svg/6561.svg;P00;#a01347
C45;Scotch Game: Tartakower Variation;1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6 6. Nd2;1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6 5. Nxc6 bxc6;11;2174;..shared/img/png/2174.png;..shared/img/webp/2174.webp;..shared/img/svg/2174.svg;Scotch Game;#bc56ef
C80;Ruy Lopez: Open, Skipworth Gambit;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Re1 d5;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. Re1;12;2535;..shared/img/png/2535.png;..shared/img/webp/2535.webp;..shared/img/svg/2535.svg;Ruy Lopez;#dab66a
C80;P00;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4 Be7;1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Nxe4 6. d4;12;6553;..shared/img/png/6553.png;..shared/img/webp/6553.webp;..shared/img/svg/6553.svg;P00;#dab66a
B61;P00;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 e6;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5;12;5051;..shared/img/png/5051.png;..shared/img/webp/5051.webp;..shared/img/svg/5051.svg;P00;#97270b
D58;P00;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 h6 6. Bxf6 Bxf6;1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bg5 h6 6. Bxf6;12;7217;..shared/img/png/7217.png;..shared/img/webp/7217.webp;..shared/img/svg/7217.svg;P00;#f4a669
C13;P00;1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. e5 Be7;1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. e5;12;5371;..shared/img/png/5371.png;..shared/img/webp/5371.webp;..shared/img/svg/5371.svg;P00;#9d3b68
E41;P00;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3 Bxc3+;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3;12;7718;..shared/img/png/7718.png;..shared/img/webp/7718.webp;..shared/img/svg/7718.svg;P00;#4b6bae
B60;Sicilian Defense: Richter-Rauzer Variation, Dragon Variation;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5 g6;1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bg5;12;1333;..shared/img/png/1333.png;..shared/img/webp/1333.webp;..shared/img/svg/1333.svg;Sicilian Defense;#48b671
B56;P00;1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4 e6;1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bc4;12;5205;..shared/img/png/5205.png;..shared/img/webp/5205.webp;..shared/img/svg/5205.svg;P00;#3b5cae
C37;King's Gambit Accepted: Salvio Gambit, Silberschmidt Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1;12;1917;..shared/img/png/1917.png;..shared/img/webp/1917.webp;..shared/img/svg/1917.svg;King's Gambit Accepted;#5a439d
C37;King's Gambit Accepted: Salvio Gambit, Santa Maria Defense;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nf6;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1;12;1916;..shared/img/png/1916.png;..shared/img/webp/1916.webp;..shared/img/svg/1916.svg;King's Gambit Accepted;#5a439d
C37;King's Gambit Accepted: Salvio Gambit, Viennese Variation;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nc6;1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1;12;1918;..shared/img/png/1918.png;..shared/img/webp/1918.webp;..shared/img/svg/1918.svg;King's Gambit Accepted;#5a439d
B17;P00;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6 6. Nxf6+;1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nd7 5. Bc4 Ngf6;11;4762;..shared/img/png/4762.png;..shared/img/webp/4762.webp;..shared/img/svg/4762.svg;P00;#b11acb
E23;P00;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4;1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3;12;7666;..shared/img/png/7666.png;..shared/img/webp/7666.webp;..shared/img/svg/7666.svg;P00;#2c1cf1
