eco;name;pgn;parent;move_count;id;path_png;path_webp;path_svg;complex;color
empty;empty;root;empty;0;-1;empty;empty;empty;empty;#117a78
A00;Anderssen's Opening;1. a3;root;1;5;..shared/img/png/5.png;..shared/img/webp/5.webp;..shared/img/svg/5.svg;Anderssen's Opening;#bcc317
A00;Ware Opening;1. a4;root;1;141;..shared/img/png/141.png;..shared/img/webp/141.webp;..shared/img/svg/141.svg;Ware Opening;#bcc317
A01;Nimzo-Larsen Attack;1. b3;root;1;147;..shared/img/png/147.png;..shared/img/webp/147.webp;..shared/img/svg/147.svg;Nimzo-Larsen Attack;#7eeed3
A00;Polish Opening;1. b4;root;1;73;..shared/img/png/73.png;..shared/img/webp/73.webp;..shared/img/svg/73.svg;Polish Opening;#bcc317
A00;Saragossa Opening;1. c3;root;1;98;..shared/img/png/98.png;..shared/img/webp/98.webp;..shared/img/svg/98.svg;Saragossa Opening;#bcc317
A10;English Opening;1. c4;root;1;265;..shared/img/png/265.png;..shared/img/webp/265.webp;..shared/img/svg/265.svg;English Opening;#47a168
A00;Mieses Opening;1. d3;root;1;70;..shared/img/png/70.png;..shared/img/webp/70.webp;..shared/img/svg/70.svg;Mieses Opening;#bcc317
A40;Queen's Pawn Game;1. d4;root;1;459;..shared/img/png/459.png;..shared/img/webp/459.webp;..shared/img/svg/459.svg;Queen's Pawn Game;#b25097
B00;King's Pawn;1. e4;root;1;735;..shared/img/png/735.png;..shared/img/webp/735.webp;..shared/img/svg/735.svg;King's Pawn;#39e399
A00;Gedult's Opening;1. f3;root;1;19;..shared/img/png/19.png;..shared/img/webp/19.webp;..shared/img/svg/19.svg;Gedult's Opening;#bcc317
A02;Bird Opening;1. f4;root;1;161;..shared/img/png/161.png;..shared/img/webp/161.webp;..shared/img/svg/161.svg;Bird Opening;#62fa84
A00;Hungarian Opening;1. g3;root;1;41;..shared/img/png/41.png;..shared/img/webp/41.webp;..shared/img/svg/41.svg;Hungarian Opening;#bcc317
A00;Grob Opening;1. g4;root;1;21;..shared/img/png/21.png;..shared/img/webp/21.webp;..shared/img/svg/21.svg;Grob Opening;#bcc317
A00;Clemenz Opening;1. h3;root;1;11;..shared/img/png/11.png;..shared/img/webp/11.webp;..shared/img/svg/11.svg;Clemenz Opening;#bcc317
A00;Kádas Opening;1. h4;root;1;61;..shared/img/png/61.png;..shared/img/webp/61.webp;..shared/img/svg/61.svg;Kádas Opening;#bcc317
A00;Van't Kruijs Opening;1. e3;root;1;134;..shared/img/png/134.png;..shared/img/webp/134.webp;..shared/img/svg/134.svg;Van't Kruijs Opening;#bcc317
A00;Amar Opening;1. Nh3;root;1;1;..shared/img/png/1.png;..shared/img/webp/1.webp;..shared/img/svg/1.svg;Amar Opening;#bcc317
A04;Zukertort Opening;1. Nf3;root;1;193;..shared/img/png/193.png;..shared/img/webp/193.webp;..shared/img/svg/193.svg;Zukertort Opening;#cbdd73
A00;Sodium Attack;1. Na3;root;1;99;..shared/img/png/99.png;..shared/img/webp/99.webp;..shared/img/svg/99.svg;Sodium Attack;#bcc317
A00;Van Geet Opening;1. Nc3;root;1;104;..shared/img/png/104.png;..shared/img/webp/104.webp;..shared/img/svg/104.svg;Van Geet Opening;#bcc317
A00;Polish Opening: Birmingham Gambit;1. b4 c5;1. b4;2;75;..shared/img/png/75.png;..shared/img/webp/75.webp;..shared/img/svg/75.svg;Polish Opening;#bcc317
A10;English Opening: Jaenisch Gambit;1. c4 b5;1. c4;2;277;..shared/img/png/277.png;..shared/img/webp/277.webp;..shared/img/svg/277.svg;English Opening;#47a168
A30;English Opening: Symmetrical Variation;1. c4 c5;1. c4;2;383;..shared/img/png/383.png;..shared/img/webp/383.webp;..shared/img/svg/383.svg;English Opening;#d47f64
A02;Bird Opening: Hobbs Gambit;1. f4 g5;1. f4;2;169;..shared/img/png/169.png;..shared/img/webp/169.webp;..shared/img/svg/169.svg;Bird Opening;#62fa84
A02;P00;1. f4 h6;1. f4;2;3681;..shared/img/png/3681.png;..shared/img/webp/3681.webp;..shared/img/svg/3681.svg;P00;#62fa84
A00;Polish Opening: Dutch Defense;1. b4 f5;1. b4;2;79;..shared/img/png/79.png;..shared/img/webp/79.webp;..shared/img/svg/79.svg;Polish Opening;#bcc317
B00;Barnes Defense;1. e4 f6;1. e4;2;720;..shared/img/png/720.png;..shared/img/webp/720.webp;..shared/img/svg/720.svg;Barnes Defense;#39e399
A11;English Opening: Caro-Kann Defensive System;1. c4 c6;1. c4;2;286;..shared/img/png/286.png;..shared/img/webp/286.webp;..shared/img/svg/286.svg;English Opening;#f77a5c
A00;P00;1. b4 e6;1. b4;2;3560;..shared/img/png/3560.png;..shared/img/webp/3560.webp;..shared/img/svg/3560.svg;P00;#bcc317
A10;English Opening: Anglo-Scandinavian Defense;1. c4 d5;1. c4;2;272;..shared/img/png/272.png;..shared/img/webp/272.webp;..shared/img/svg/272.svg;English Opening;#47a168
A00;Polish Opening: Outflank Variation;1. b4 c6;1. b4;2;88;..shared/img/png/88.png;..shared/img/webp/88.webp;..shared/img/svg/88.svg;Polish Opening;#bcc317
A20;English Opening: King's English Variation;1. c4 e5;1. c4;2;344;..shared/img/png/344.png;..shared/img/webp/344.webp;..shared/img/svg/344.svg;English Opening;#674b70
A00;Hungarian Opening: Sicilian Invitation;1. g3 c5;1. g3;2;55;..shared/img/png/55.png;..shared/img/webp/55.webp;..shared/img/svg/55.svg;Hungarian Opening;#bcc317
A00;P00;1. g3 d5;1. g3;2;3503;..shared/img/png/3503.png;..shared/img/webp/3503.webp;..shared/img/svg/3503.svg;P00;#bcc317
B00;Carr Defense;1. e4 h6;1. e4;2;726;..shared/img/png/726.png;..shared/img/webp/726.webp;..shared/img/svg/726.svg;Carr Defense;#39e399
A00;Kádas Opening: Schneider Gambit;1. h4 g5;1. h4;2;67;..shared/img/png/67.png;..shared/img/webp/67.webp;..shared/img/svg/67.svg;Kádas Opening;#bcc317
A00;P00;1. g4 e5;1. g4;2;3480;..shared/img/png/3480.png;..shared/img/webp/3480.webp;..shared/img/svg/3480.svg;P00;#bcc317
A07;P00;1. g3 e5;1. g3;2;3500;..shared/img/png/3500.png;..shared/img/webp/3500.webp;..shared/img/svg/3500.svg;P00;#054bee
B00;Goldsmith Defense;1. e4 h5;1. e4;2;730;..shared/img/png/730.png;..shared/img/webp/730.webp;..shared/img/svg/730.svg;Goldsmith Defense;#39e399
C20;King's Pawn Game;1. e4 e5;1. e4;2;1621;..shared/img/png/1621.png;..shared/img/webp/1621.webp;..shared/img/svg/1621.svg;King's Pawn Game;#155f19
A00;P00;1. e3 d5;1. e3;2;3643;..shared/img/png/3643.png;..shared/img/webp/3643.webp;..shared/img/svg/3643.svg;P00;#bcc317
A00;P00;1. c3 e5;1. c3;2;3437;..shared/img/png/3437.png;..shared/img/webp/3437.webp;..shared/img/svg/3437.svg;P00;#bcc317
A00;P00;1. f3 d5;1. f3;2;3419;..shared/img/png/3419.png;..shared/img/webp/3419.webp;..shared/img/svg/3419.svg;P00;#bcc317
A01;Nimzo-Larsen Attack: Symmetrical Variation;1. b3 b6;1. b3;2;160;..shared/img/png/160.png;..shared/img/webp/160.webp;..shared/img/svg/160.svg;Nimzo-Larsen Attack;#7eeed3
A01;Nimzo-Larsen Attack: Polish Variation;1. b3 b5;1. b3;2;157;..shared/img/png/157.png;..shared/img/webp/157.webp;..shared/img/svg/157.svg;Nimzo-Larsen Attack;#7eeed3
B01;Scandinavian Defense;1. e4 d5;1. e4;2;805;..shared/img/png/805.png;..shared/img/webp/805.webp;..shared/img/svg/805.svg;Scandinavian Defense;#20ac80
A02;Bird Opening: From's Gambit;1. f4 e5;1. f4;2;164;..shared/img/png/164.png;..shared/img/webp/164.webp;..shared/img/svg/164.svg;Bird Opening;#62fa84
A01;Nimzo-Larsen Attack: Classical Variation;1. b3 d5;1. b3;2;148;..shared/img/png/148.png;..shared/img/webp/148.webp;..shared/img/svg/148.svg;Nimzo-Larsen Attack;#7eeed3
A00;P00;1. e3 e5;1. e3;2;3411;..shared/img/png/3411.png;..shared/img/webp/3411.webp;..shared/img/svg/3411.svg;P00;#bcc317
A02;P00;1. f4 f5;1. f4;2;3689;..shared/img/png/3689.png;..shared/img/webp/3689.webp;..shared/img/svg/3689.svg;P00;#62fa84
A00;P00;1. a4 e5;1. a4;2;3424;..shared/img/png/3424.png;..shared/img/webp/3424.webp;..shared/img/svg/3424.svg;P00;#bcc317
B00;Borg Defense;1. e4 g5;1. e4;2;721;..shared/img/png/721.png;..shared/img/webp/721.webp;..shared/img/svg/721.svg;Borg Defense;#39e399
A00;P00;1. a4 b6;1. a4;2;3660;..shared/img/png/3660.png;..shared/img/webp/3660.webp;..shared/img/svg/3660.svg;P00;#bcc317
A00;P00;1. a4 b5;1. a4;2;3666;..shared/img/png/3666.png;..shared/img/webp/3666.webp;..shared/img/svg/3666.svg;P00;#bcc317
B00;Pirc Defense;1. e4 d6;1. e4;2;789;..shared/img/png/789.png;..shared/img/webp/789.webp;..shared/img/svg/789.svg;Pirc Defense;#39e399
A00;P00;1. f3 f5;1. f3;2;3422;..shared/img/png/3422.png;..shared/img/webp/3422.webp;..shared/img/svg/3422.svg;P00;#bcc317
A00;P00;1. a3 e5;1. a3;2;3448;..shared/img/png/3448.png;..shared/img/webp/3448.webp;..shared/img/svg/3448.svg;P00;#bcc317
A00;P00;1. a3 a5;1. a3;2;3412;..shared/img/png/3412.png;..shared/img/webp/3412.webp;..shared/img/svg/3412.svg;P00;#bcc317
B06;Modern Defense;1. e4 g6;1. e4;2;897;..shared/img/png/897.png;..shared/img/webp/897.webp;..shared/img/svg/897.svg;Modern Defense;#3b2e97
A00;P00;1. f3 e5;1. f3;2;3414;..shared/img/png/3414.png;..shared/img/webp/3414.webp;..shared/img/svg/3414.svg;P00;#bcc317
A01;Nimzo-Larsen Attack: Modern Variation;1. b3 e5;1. b3;2;153;..shared/img/png/153.png;..shared/img/webp/153.webp;..shared/img/svg/153.svg;Nimzo-Larsen Attack;#7eeed3
A01;Nimzo-Larsen Attack: Dutch Variation;1. b3 f5;1. b3;2;149;..shared/img/png/149.png;..shared/img/webp/149.webp;..shared/img/svg/149.svg;Nimzo-Larsen Attack;#7eeed3
A00;Grob Opening: Alessi Gambit;1. g4 f5;1. g4;2;22;..shared/img/png/22.png;..shared/img/webp/22.webp;..shared/img/svg/22.svg;Grob Opening;#bcc317
A01;Nimzo-Larsen Attack: English Variation;1. b3 c5;1. b3;2;150;..shared/img/png/150.png;..shared/img/webp/150.webp;..shared/img/svg/150.svg;Nimzo-Larsen Attack;#7eeed3
A00;Grob Opening: Double Grob;1. g4 g5;1. g4;2;23;..shared/img/png/23.png;..shared/img/webp/23.webp;..shared/img/svg/23.svg;Grob Opening;#bcc317
A13;English Opening: Agincourt Defense;1. c4 e6;1. c4;2;295;..shared/img/png/295.png;..shared/img/webp/295.webp;..shared/img/svg/295.svg;English Opening;#0f27ce
A00;P00;1. h4 c5;1. h4;2;3526;..shared/img/png/3526.png;..shared/img/webp/3526.webp;..shared/img/svg/3526.svg;P00;#bcc317
A00;P00;1. h4 d5;1. h4;2;3525;..shared/img/png/3525.png;..shared/img/webp/3525.webp;..shared/img/svg/3525.svg;P00;#bcc317
C00;French Defense;1. e4 e6;1. e4;2;1443;..shared/img/png/1443.png;..shared/img/webp/1443.webp;..shared/img/svg/1443.svg;French Defense;#9166de
A00;P00;1. d3 c5;1. d3;2;3656;..shared/img/png/3656.png;..shared/img/webp/3656.webp;..shared/img/svg/3656.svg;P00;#bcc317
A00;Mieses Opening: Reversed Rat;1. d3 e5;1. d3;2;72;..shared/img/png/72.png;..shared/img/webp/72.webp;..shared/img/svg/72.svg;Mieses Opening;#bcc317
A00;P00;1. d3 g6;1. d3;2;3537;..shared/img/png/3537.png;..shared/img/webp/3537.webp;..shared/img/svg/3537.svg;P00;#bcc317
A43;Benoni Defense: Old Benoni;1. d4 c5;1. d4;2;490;..shared/img/png/490.png;..shared/img/webp/490.webp;..shared/img/svg/490.svg;Benoni Defense;#1a687d
A41;Queen's Pawn Game;1. d4 d6;1. d4;2;471;..shared/img/png/471.png;..shared/img/webp/471.webp;..shared/img/svg/471.svg;Queen's Pawn Game;#d28b67
A40;English Defense;1. d4 b6;1. d4;2;416;..shared/img/png/416.png;..shared/img/webp/416.webp;..shared/img/svg/416.svg;English Defense;#b25097
A06;P00;1. b4 e5;1. b4;2;3542;..shared/img/png/3542.png;..shared/img/webp/3542.webp;..shared/img/svg/3542.svg;P00;#f2062d
A00;Polish Opening: Symmetrical Variation;1. b4 b5;1. b4;2;94;..shared/img/png/94.png;..shared/img/webp/94.webp;..shared/img/svg/94.svg;Polish Opening;#bcc317
B00;Ware Defense;1. e4 a5;1. e4;2;802;..shared/img/png/802.png;..shared/img/webp/802.webp;..shared/img/svg/802.svg;Ware Defense;#39e399
A00;P00;1. b4 d5;1. b4;2;3539;..shared/img/png/3539.png;..shared/img/webp/3539.webp;..shared/img/svg/3539.svg;P00;#bcc317
A03;Bird Opening: Dutch Variation;1. f4 d5;1. f4;2;181;..shared/img/png/181.png;..shared/img/webp/181.webp;..shared/img/svg/181.svg;Bird Opening;#63cc7f
A00;P00;1. h4 e5;1. h4;2;3533;..shared/img/png/3533.png;..shared/img/webp/3533.webp;..shared/img/svg/3533.svg;P00;#bcc317
A02;Bird Opening: Myers Defense;1. f4 b5;1. f4;2;174;..shared/img/png/174.png;..shared/img/webp/174.webp;..shared/img/svg/174.svg;Bird Opening;#62fa84
A40;Englund Gambit;1. d4 e5;1. d4;2;424;..shared/img/png/424.png;..shared/img/webp/424.webp;..shared/img/svg/424.svg;Englund Gambit;#b25097
A40;Polish Defense;1. d4 b5;1. d4;2;451;..shared/img/png/451.png;..shared/img/webp/451.webp;..shared/img/svg/451.svg;Polish Defense;#b25097
B10;Caro-Kann Defense;1. e4 c6;1. e4;2;977;..shared/img/png/977.png;..shared/img/webp/977.webp;..shared/img/svg/977.svg;Caro-Kann Defense;#298666
B00;St. George Defense;1. e4 a6;1. e4;2;798;..shared/img/png/798.png;..shared/img/webp/798.webp;..shared/img/svg/798.svg;St. George Defense;#39e399
B00;Duras Gambit;1. e4 f5;1. e4;2;728;..shared/img/png/728.png;..shared/img/webp/728.webp;..shared/img/svg/728.svg;Duras Gambit;#39e399
B00;Owen Defense;1. e4 b6;1. e4;2;782;..shared/img/png/782.png;..shared/img/webp/782.webp;..shared/img/svg/782.svg;Owen Defense;#39e399
A10;English Opening: Great Snake Variation;1. c4 g6;1. c4;2;276;..shared/img/png/276.png;..shared/img/webp/276.webp;..shared/img/svg/276.svg;English Opening;#47a168
A40;Modern Defense;1. d4 g6;1. d4;2;447;..shared/img/png/447.png;..shared/img/webp/447.webp;..shared/img/svg/447.svg;Modern Defense;#b25097
B20;Sicilian Defense;1. e4 c5;1. e4;2;1074;..shared/img/png/1074.png;..shared/img/webp/1074.webp;..shared/img/svg/1074.svg;Sicilian Defense;#fb417f
A00;Hungarian Opening: Dutch Defense;1. g3 f5;1. g3;2;46;..shared/img/png/46.png;..shared/img/webp/46.webp;..shared/img/svg/46.svg;Hungarian Opening;#bcc317
A40;Borg Defense: Borg Gambit;1. d4 g5;1. d4;2;411;..shared/img/png/411.png;..shared/img/webp/411.webp;..shared/img/svg/411.svg;Borg Defense;#b25097
D00;Queen's Pawn Game;1. d4 d5;1. d4;2;2651;..shared/img/png/2651.png;..shared/img/webp/2651.webp;..shared/img/svg/2651.svg;Queen's Pawn Game;#e49559
A00;Hungarian Opening: Myers Defense;1. g3 g5;1. g3;2;48;..shared/img/png/48.png;..shared/img/webp/48.webp;..shared/img/svg/48.svg;Hungarian Opening;#bcc317
A00;Hungarian Opening: Symmetrical Variation;1. g3 g6;1. g3;2;57;..shared/img/png/57.png;..shared/img/webp/57.webp;..shared/img/svg/57.svg;Hungarian Opening;#bcc317
A00;Lasker Simul Special;1. g3 h5;1. g3;2;69;..shared/img/png/69.png;..shared/img/webp/69.webp;..shared/img/svg/69.svg;Lasker Simul Special;#bcc317
B21;P00;1. d4 c6;1. d4;2;4114;..shared/img/png/4114.png;..shared/img/webp/4114.webp;..shared/img/svg/4114.svg;P00;#c1befd
A00;P00;1. h3 d5;1. h3;2;3426;..shared/img/png/3426.png;..shared/img/webp/3426.webp;..shared/img/svg/3426.svg;P00;#bcc317
A80;Dutch Defense;1. d4 f5;1. d4;2;653;..shared/img/png/653.png;..shared/img/webp/653.webp;..shared/img/svg/653.svg;Dutch Defense;#1ce037
A10;English Opening: Anglo-Dutch Defense;1. c4 f5;1. c4;2;267;..shared/img/png/267.png;..shared/img/webp/267.webp;..shared/img/svg/267.svg;English Opening;#47a168
A00;P00;1. h4 f5;1. h4;2;3536;..shared/img/png/3536.png;..shared/img/webp/3536.webp;..shared/img/svg/3536.svg;P00;#bcc317
A00;P00;1. h3 e5;1. h3;2;3459;..shared/img/png/3459.png;..shared/img/webp/3459.webp;..shared/img/svg/3459.svg;P00;#bcc317
A40;Horwitz Defense;1. d4 e6;1. d4;2;440;..shared/img/png/440.png;..shared/img/webp/440.webp;..shared/img/svg/440.svg;Horwitz Defense;#b25097
A10;P00;1. c4 g5;1. c4;2;3818;..shared/img/png/3818.png;..shared/img/webp/3818.webp;..shared/img/svg/3818.svg;P00;#47a168
A00;P00;1. h3 h5;1. h3;2;3423;..shared/img/png/3423.png;..shared/img/webp/3423.webp;..shared/img/svg/3423.svg;P00;#bcc317
A00;P00;1. g4 d5;1. g4;2;3460;..shared/img/png/3460.png;..shared/img/webp/3460.webp;..shared/img/svg/3460.svg;P00;#bcc317
A00;P00;1. e3 d6;1. e3;2;3524;..shared/img/png/3524.png;..shared/img/webp/3524.webp;..shared/img/svg/3524.svg;P00;#bcc317
A00;Polish Opening: Grigorian Variation;1. b4 Nc6;1. b4;2;81;..shared/img/png/81.png;..shared/img/webp/81.webp;..shared/img/svg/81.svg;Polish Opening;#bcc317
A00;P00;1. Na3 g6;1. Na3;2;3583;..shared/img/png/3583.png;..shared/img/webp/3583.webp;..shared/img/svg/3583.svg;P00;#bcc317
A00;P00;1. b4 Nf6;1. b4;2;3544;..shared/img/png/3544.png;..shared/img/webp/3544.webp;..shared/img/svg/3544.svg;P00;#bcc317
A02;Bird Opening: Horsefly Defense;1. f4 Nh6;1. f4;2;171;..shared/img/png/171.png;..shared/img/webp/171.webp;..shared/img/svg/171.svg;Bird Opening;#62fa84
A02;Bird Opening;1. f4 Nf6;1. f4;2;162;..shared/img/png/162.png;..shared/img/webp/162.webp;..shared/img/svg/162.svg;Bird Opening;#62fa84
A04;Zukertort Opening: Ware Defense;1. Nf3 a5;1. Nf3;2;217;..shared/img/png/217.png;..shared/img/webp/217.webp;..shared/img/svg/217.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: St. George Defense;1. Nf3 a6;1. Nf3;2;213;..shared/img/png/213.png;..shared/img/webp/213.webp;..shared/img/svg/213.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Polish Defense;1. Nf3 b5;1. Nf3;2;205;..shared/img/png/205.png;..shared/img/webp/205.webp;..shared/img/svg/205.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Queenside Fianchetto Variation;1. Nf3 b6;1. Nf3;2;207;..shared/img/png/207.png;..shared/img/webp/207.webp;..shared/img/svg/207.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Sicilian Invitation;1. Nf3 c5;1. Nf3;2;210;..shared/img/png/210.png;..shared/img/webp/210.webp;..shared/img/svg/210.svg;Zukertort Opening;#cbdd73
A00;P00;1. Na3 e5;1. Na3;2;3582;..shared/img/png/3582.png;..shared/img/webp/3582.webp;..shared/img/svg/3582.svg;P00;#bcc317
A04;Zukertort Opening: Slav Invitation;1. Nf3 c6;1. Nf3;2;211;..shared/img/png/211.png;..shared/img/webp/211.webp;..shared/img/svg/211.svg;Zukertort Opening;#cbdd73
A01;Nimzo-Larsen Attack: Indian Variation;1. b3 Nf6;1. b3;2;152;..shared/img/png/152.png;..shared/img/webp/152.webp;..shared/img/svg/152.svg;Nimzo-Larsen Attack;#7eeed3
A06;Zukertort Opening;1. Nf3 d5;1. Nf3;2;234;..shared/img/png/234.png;..shared/img/webp/234.webp;..shared/img/svg/234.svg;Zukertort Opening;#f2062d
A04;Zukertort Opening: Queen's Gambit Invitation;1. Nf3 e6;1. Nf3;2;206;..shared/img/png/206.png;..shared/img/webp/206.webp;..shared/img/svg/206.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Dutch Variation;1. Nf3 f5;1. Nf3;2;199;..shared/img/png/199.png;..shared/img/webp/199.webp;..shared/img/svg/199.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Arctic Defense;1. Nf3 f6;1. Nf3;2;194;..shared/img/png/194.png;..shared/img/webp/194.webp;..shared/img/svg/194.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Herrstrom Gambit;1. Nf3 g5;1. Nf3;2;200;..shared/img/png/200.png;..shared/img/webp/200.webp;..shared/img/svg/200.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Kingside Fianchetto;1. Nf3 g6;1. Nf3;2;201;..shared/img/png/201.png;..shared/img/webp/201.webp;..shared/img/svg/201.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Basman Defense;1. Nf3 h6;1. Nf3;2;196;..shared/img/png/196.png;..shared/img/webp/196.webp;..shared/img/svg/196.svg;Zukertort Opening;#cbdd73
A00;P00;1. Nh3 d5;1. Nh3;2;3405;..shared/img/png/3405.png;..shared/img/webp/3405.webp;..shared/img/svg/3405.svg;P00;#bcc317
A04;Zukertort Opening: Ross Gambit;1. Nf3 e5;1. Nf3;2;208;..shared/img/png/208.png;..shared/img/webp/208.webp;..shared/img/svg/208.svg;Zukertort Opening;#cbdd73
A04;Zukertort Opening: Pirc Invitation;1. Nf3 d6;1. Nf3;2;204;..shared/img/png/204.png;..shared/img/webp/204.webp;..shared/img/svg/204.svg;Zukertort Opening;#cbdd73
A00;Polish Opening: Karniewski Variation;1. b4 Nh6;1. b4;2;82;..shared/img/png/82.png;..shared/img/webp/82.webp;..shared/img/svg/82.svg;Polish Opening;#bcc317
A15;English Opening: Anglo-Indian Defense;1. c4 Nf6;1. c4;2;313;..shared/img/png/313.png;..shared/img/webp/313.webp;..shared/img/svg/313.svg;English Opening;#47377d
A40;Australian Defense;1. d4 Na6;1. d4;2;409;..shared/img/png/409.png;..shared/img/webp/409.webp;..shared/img/svg/409.svg;Australian Defense;#b25097
A40;Mikenas Defense;1. d4 Nc6;1. d4;2;443;..shared/img/png/443.png;..shared/img/webp/443.webp;..shared/img/svg/443.svg;Mikenas Defense;#b25097
A00;Hungarian Opening: Indian Defense;1. g3 Nf6;1. g3;2;47;..shared/img/png/47.png;..shared/img/webp/47.webp;..shared/img/svg/47.svg;Hungarian Opening;#bcc317
A00;Van Geet Opening: Laroche Gambit;1. Nc3 b5;1. Nc3;2;118;..shared/img/png/118.png;..shared/img/webp/118.webp;..shared/img/svg/118.svg;Van Geet Opening;#bcc317
A10;English Opening: Anglo-Lithuanian Variation;1. c4 Nc6;1. c4;2;271;..shared/img/png/271.png;..shared/img/webp/271.webp;..shared/img/svg/271.svg;English Opening;#47a168
A00;P00;1. Nc3 c5;1. Nc3;2;3593;..shared/img/png/3593.png;..shared/img/webp/3593.webp;..shared/img/svg/3593.svg;P00;#bcc317
A45;Indian Defense;1. d4 Nf6;1. d4;2;509;..shared/img/png/509.png;..shared/img/webp/509.webp;..shared/img/svg/509.svg;Indian Defense;#e7a50a
A00;P00;1. Nc3 g6;1. Nc3;2;3615;..shared/img/png/3615.png;..shared/img/webp/3615.webp;..shared/img/svg/3615.svg;P00;#bcc317
B00;Hippopotamus Defense;1. e4 Nh6;1. e4;2;733;..shared/img/png/733.png;..shared/img/webp/733.webp;..shared/img/svg/733.svg;Hippopotamus Defense;#39e399
A00;Van Geet Opening: Reversed Nimzowitsch;1. Nc3 e5;1. Nc3;2;126;..shared/img/png/126.png;..shared/img/webp/126.webp;..shared/img/svg/126.svg;Van Geet Opening;#bcc317
A00;P00;1. g3 Nc6;1. g3;2;3493;..shared/img/png/3493.png;..shared/img/webp/3493.webp;..shared/img/svg/3493.svg;P00;#bcc317
B00;Lemming Defense;1. e4 Na6;1. e4;2;736;..shared/img/png/736.png;..shared/img/webp/736.webp;..shared/img/svg/736.svg;Lemming Defense;#39e399
B00;Nimzowitsch Defense;1. e4 Nc6;1. e4;2;738;..shared/img/png/738.png;..shared/img/webp/738.webp;..shared/img/svg/738.svg;Nimzowitsch Defense;#39e399
A00;P00;1. Nc3 f5;1. Nc3;2;3614;..shared/img/png/3614.png;..shared/img/webp/3614.webp;..shared/img/svg/3614.svg;P00;#bcc317
A00;P00;1. Nc3 d6;1. Nc3;2;3601;..shared/img/png/3601.png;..shared/img/webp/3601.webp;..shared/img/svg/3601.svg;P00;#bcc317
B02;Alekhine Defense;1. e4 Nf6;1. e4;2;841;..shared/img/png/841.png;..shared/img/webp/841.webp;..shared/img/svg/841.svg;Alekhine Defense;#28d8df
A00;P00;1. Nc3 d5;1. Nc3;2;3590;..shared/img/png/3590.png;..shared/img/webp/3590.webp;..shared/img/svg/3590.svg;P00;#bcc317
A05;Zukertort Opening;1. Nf3 Nf6;1. Nf3;2;224;..shared/img/png/224.png;..shared/img/webp/224.webp;..shared/img/svg/224.svg;Zukertort Opening;#11729f
A00;P00;1. Nc3 Nf6;1. Nc3;2;3632;..shared/img/png/3632.png;..shared/img/webp/3632.webp;..shared/img/svg/3632.svg;P00;#bcc317
A04;P00;1. Nf3 Na6;1. Nf3;2;3724;..shared/img/png/3724.png;..shared/img/webp/3724.webp;..shared/img/svg/3724.svg;P00;#cbdd73
A04;Zukertort Opening: Black Mustang Defense;1. Nf3 Nc6;1. Nf3;2;197;..shared/img/png/197.png;..shared/img/webp/197.webp;..shared/img/svg/197.svg;Zukertort Opening;#cbdd73
A43;P00;1. d4 c5 2. c4;1. d4 c5;3;4152;..shared/img/png/4152.png;..shared/img/webp/4152.webp;..shared/img/svg/4152.svg;P00;#1a687d
B10;Caro-Kann Defense: Accelerated Panov Attack;1. e4 c6 2. c4;1. e4 c6;3;980;..shared/img/png/980.png;..shared/img/webp/980.webp;..shared/img/svg/980.svg;Caro-Kann Defense;#298666
A43;Benoni Defense: Old Benoni;1. d4 c5 2. d5;1. d4 c5;3;491;..shared/img/png/491.png;..shared/img/webp/491.webp;..shared/img/svg/491.svg;Benoni Defense;#1a687d
A00;Global Opening;1. h3 e5 2. a3;1. h3 e5;3;20;..shared/img/png/20.png;..shared/img/webp/20.webp;..shared/img/svg/20.svg;Global Opening;#bcc317
A10;P00;1. c4 g5 2. d4;1. c4 g5;3;3817;..shared/img/png/3817.png;..shared/img/webp/3817.webp;..shared/img/svg/3817.svg;P00;#47a168
A80;Dutch Defense: Krejcik Gambit;1. d4 f5 2. g4;1. d4 f5;3;660;..shared/img/png/660.png;..shared/img/webp/660.webp;..shared/img/svg/660.svg;Dutch Defense;#1ce037
B20;Sicilian Defense: Lasker-Dunne Attack;1. e4 c5 2. g3;1. e4 c5;3;1085;..shared/img/png/1085.png;..shared/img/webp/1085.webp;..shared/img/svg/1085.svg;Sicilian Defense;#fb417f
A10;P00;1. c4 f5 2. g3;1. c4 f5;3;4357;..shared/img/png/4357.png;..shared/img/webp/4357.webp;..shared/img/svg/4357.svg;P00;#47a168
B10;Caro-Kann Defense: Breyer Variation;1. e4 c6 2. d3;1. e4 c6;3;987;..shared/img/png/987.png;..shared/img/webp/987.webp;..shared/img/svg/987.svg;Caro-Kann Defense;#298666
